Max,Min,Mean,Std Dev,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Label,RPM,BearingType
0.184416,-0.19881046153846152,0.005364104567307692,0.06510733659484937,0.06532793350691588,-0.3742532133890034,-0.07694101612691329,3.043268795842358,1.2427844397470489,0,1797,Normal
0.20423446153846153,-0.1710646153846154,0.010639792067307693,0.067652849839411,0.06848440163007513,-0.2025001898334825,-0.288822167479136,2.9822040738802533,1.2333772004996304,0,1797,Normal
0.20444307692307692,-0.19735015384615384,0.009911471754807694,0.06231765799253634,0.06310093319453429,-0.2582582068224263,0.1614748779757602,3.2399374553272926,1.2600304055758298,0,1797,Normal
0.1792006153846154,-0.18232984615384615,0.009280125,0.06364870325503297,0.06432167710859901,-0.2856957376774298,-0.17155685002011323,2.834656283075537,1.2317379519345577,0,1797,Normal
0.20486030769230767,-0.1802436923076923,0.010609436899038462,0.06362407453188221,0.0645025814317007,-0.11586238749968719,-0.2096943620497429,3.1760016908660678,1.232975092429512,0,1797,Normal
0.21132738461538458,-0.1635544615384615,0.011021981971153847,0.06247301386944604,0.06343785580002241,-0.31072473260695777,-0.16552271013187347,3.3312504332044264,1.221935146066008,0,1797,Normal
0.2008966153846154,-0.1846246153846154,0.010848814903846154,0.06360707456652424,0.06452562839468741,-0.03159207108867957,0.245463844313643,3.113439115319888,1.2823082303720166,0,1797,Normal
0.19693292307692306,-0.19672430769230767,0.011987643028846154,0.06492743978795998,0.06602481369005302,-0.15901946442547255,-0.008044771255115712,2.9827107729740105,1.2447148332053468,0,1797,Normal
0.21153599999999997,-0.19192615384615386,0.013095912259615384,0.06287084582500793,0.0642202940873324,-0.12585602888158787,0.021189562552911045,3.2939120414542904,1.2539333716864045,0,1797,Normal
0.16793538461538463,-0.22780799999999998,0.011522944110576923,0.06432457253037689,0.06534851851565725,-0.3178585827563296,-0.08225769389244286,3.486046894015173,1.229250490912609,0,1797,Normal
0.1869193846153846,-0.16584923076923075,0.012622860576923077,0.05963827295986937,0.0609594964774179,-0.1303393317672296,-0.11582234966155491,3.0662881981747967,1.235243913661734,0,1797,Normal
0.20360861538461536,-0.21237046153846154,0.013107320913461538,0.07143846027730301,0.07263095392682287,0.015925420322031546,-0.24610227568094079,2.923966298892742,1.2491870978778217,0,1797,Normal
0.17586276923076924,-0.20548615384615385,0.010196484375,0.05823969046799219,0.0591255430369748,-0.3712509004118477,0.5023488530497215,3.4754209989691063,1.258623483698799,0,1797,Normal
0.17440246153846153,-0.21153599999999997,0.012729001802884613,0.06520261531909148,0.06643348953161547,-0.2700918780830581,-0.1486679964326285,3.1841771596136117,1.231936685791614,0,1797,Normal
0.20006215384615383,-0.21049292307692305,0.011541686899038462,0.06952019315025278,0.0704717517316257,-0.038924376336830116,-0.20362979904458145,2.986912030774167,1.238358658584003,0,1797,Normal
0.16418030769230768,-0.1940123076923077,0.00902872716346154,0.06365463858505184,0.06429176407274728,-0.1878846027038073,-0.13362973752162732,3.017685243055072,1.2455189701256528,0,1797,Normal
0.1710646153846154,-0.1693956923076923,0.010787900841346154,0.06713701737616098,0.06799821987912374,-0.19159262456816528,-0.3685030947567758,2.515721965791258,1.2154303441351573,0,1797,Normal
0.1777403076923077,-0.18483323076923078,0.010559931490384615,0.06392352985411053,0.06478988981385117,-0.1175912760411458,-0.33421542460276976,2.8528097717140435,1.2219969640066801,0,1797,Normal
0.19672430769230767,-0.16418030769230768,0.010820700721153846,0.06303597735406045,0.06395797061413379,-0.23427033460453023,-0.3004841380760501,3.075837238163314,1.2161192682208228,0,1797,Normal
0.1908830769230769,-0.22342707692307692,0.009786180288461538,0.07112319242679796,0.07179329930862352,-0.23575361292790845,-0.04391849135626025,3.1120881624706134,1.2435908995877962,0,1797,Normal
0.1785747692307692,-0.15270646153846154,0.011866629807692307,0.0627251385284265,0.06383776238562178,-0.18347294495582897,-0.30208276532613354,2.7973218759150886,1.235368186246868,0,1797,Normal
0.168144,-0.19693292307692306,0.00997788641826923,0.06311563399911067,0.06389946378871716,-0.16981058152603548,-0.3736291516562664,3.0819182415689665,1.2264901484978379,0,1797,Normal
0.20360861538461536,-0.17523692307692307,0.0073891406249999994,0.0653384365756777,0.06575492904208688,-0.041668245920846135,-0.1839706451278449,3.096476847451152,1.2353756615821274,0,1797,Normal
0.18879692307692306,-0.22113230769230768,0.011974197115384614,0.06528644243042166,0.06637545451278541,-0.36148561973022636,0.008130459995612238,3.331537378018445,1.2439960471597389,0,1797,Normal
0.17899199999999998,-0.21007569230769232,0.009167871995192308,0.062327459600711815,0.06299811185423412,-0.3293690154696195,-0.02268398753898815,3.3346347394310527,1.229487656550072,0,1797,Normal
0.19609846153846153,-0.23844738461538462,0.008715396634615385,0.06720434761020758,0.0677671194327476,-0.22943116335202135,0.11124005055609842,3.518629485971008,1.2504552540139782,0,1797,Normal
0.18358153846153846,-0.18525046153846153,0.011191074519230768,0.06718167123281371,0.06810739386093735,-0.13208325150318811,-0.30936664619579846,2.719975777031031,1.243662287644032,0,1797,Normal
0.22300984615384614,-0.17481969230769231,0.009122237379807692,0.06813730061999275,0.06874523220262498,-0.11237123682836962,-0.0019901754072213507,3.2440045514215416,1.2505224368977537,0,1797,Normal
0.18212123076923076,-0.17982646153846152,0.008798313100961538,0.06670757632429981,0.06728529596044619,-0.1295884259919704,-0.38663503903107577,2.706701786320315,1.2218099148522341,0,1797,Normal
0.19025723076923076,-0.17461107692307692,0.009900878004807693,0.06412095544325722,0.06488084703687416,-0.1419485772165265,-0.3434473504147171,2.932409785912638,1.2243381954108694,0,1797,Normal
0.1867107692307692,-0.19067446153846154,0.010033299879807691,0.06487222885782129,0.06564353116232922,-0.16970037280614508,-0.15368554506506715,2.904695377628979,1.2358418066042396,0,1797,Normal
0.20193969230769232,-0.17669723076923077,0.009978497596153844,0.06308149350899107,0.06386583779769378,-0.17976919231641691,-0.20534515790822105,3.16193600947304,1.234655663207983,0,1797,Normal
0.1783661538461538,-0.25138153846153843,0.009671890024038461,0.05991530261418999,0.06069092966817246,-0.4024373693047697,0.4065740815912515,4.141995185046044,1.2396943064776391,0,1797,Normal
0.17669723076923077,-0.22342707692307692,0.011035020432692309,0.06562231560520262,0.0665436697315286,-0.3639070114245878,0.09281345866901347,3.357600772913437,1.2454462877443617,0,1797,Normal
0.22718215384615387,-0.1802436923076923,0.008402473557692306,0.059545720003765734,0.06013563280331043,0.001284939585335664,0.14621627665205628,3.777829271194559,1.252584425404499,0,1797,Normal
